firstName,lastName, LoanBalance , ArrearsBalance ,ArrearsDays,RepaymentAmount,LVR,JointLoan,LPI, SecurityValuation , RelationshipBalance , SavingsBalance ,SavingsBalanceOne,SavingsBalanceThree,ArrearsBalanceOne,ArrearsBalanceThree,ArrearsDaysOne,ArrearsDaysThree,TransactionQuantityOne,TransactionValueOne,TransactionQuantityThree,TransactionValueThree,AppUsageOne,AppUsageThree,InternetUsageOne,InternetUsageThree,BranchVisitsSix,Gender,Age,ResidentialPostcode,DefaultOccurred
Aileen,Halbert,8189.00,6521.00,717,5027.00,76,Yes,Yes,6239.00,9264.00,6724.00,51,43,5,1,44,70,62,85,75,5,67,2,34,28,10,Female,15,17528,Yes
Leighton,Cornehl,6221.00,8096.00,706,5257.00,98,No,No,5010.00,8475.00,2918.00,41,69,86,40,45,36,95,12,78,43,91,27,37,10,88,Male,24,33571,Yes
Borg,Dechelette,3714.00,7347.00,225,3534.00,18,Yes,No,3031.00,9884.00,404.00,89,79,36,55,79,55,27,20,69,80,65,13,60,55,73,Female,12,46973,No
Melisse,Spivie,5689.00,9007.00,188,8930.00,9,No,Yes,2157.00,4798.00,9902.00,68,28,20,12,65,14,16,61,10,72,44,79,90,86,29,Male,63,62469,Yes
Winnie,Vicary,3344.00,8822.00,22,953.00,30,No,Yes,6441.00,4144.00,9273.00,43,75,48,43,43,35,73,65,25,71,54,98,28,91,59,Male,59,41641,No
Amabel,Morgue,8479.00,4094.00,228,3949.00,85,No,Yes,3055.00,1762.00,5403.00,47,63,55,85,15,20,59,70,42,76,73,68,15,94,21,Male,21,41235,Yes
Storm,Webley,7153.00,4866.00,372,461.00,47,Yes,Yes,2760.00,934.00,993.00,18,92,24,63,10,7,47,85,83,69,97,98,24,67,83,Male,25,46320,Yes
Wallis,Duxfield,5182.00,9668.00,338,6287.00,65,Yes,Yes,9446.00,961.00,4610.00,91,93,74,35,77,81,4,98,75,95,95,10,15,12,62,Female,52,28911,No
Cristen,Bolin,3285.00,7402.00,414,5131.00,50,No,No,1716.00,5979.00,5578.00,28,13,92,70,93,29,76,62,3,81,99,31,48,38,9,Male,70,89113,Yes
Prentice,Ovitz,2901.00,9403.00,425,2614.00,33,Yes,No,1398.00,922.00,8466.00,23,1,23,31,21,84,100,44,5,90,80,38,21,97,3,Male,47,61741,No
Theodosia,Ramsdale,7182.00,6461.00,828,982.00,93,No,Yes,3533.00,6539.00,6179.00,51,50,12,72,14,70,80,48,23,54,34,18,71,91,19,Male,4,75624,Yes
Conney,Balaam,8998.00,486.00,543,5006.00,6,No,No,8865.00,7403.00,9405.00,30,76,39,92,62,73,55,66,84,13,23,60,87,53,2,Male,44,50779,Yes
Joana,Schaumann,5036.00,722.00,16,1504.00,66,No,No,7864.00,8537.00,7594.00,31,66,27,38,20,5,4,68,96,59,7,79,92,98,42,Male,1,36038,Yes
Chucho,Cruddace,6722.00,2281.00,270,4696.00,30,No,Yes,1138.00,5065.00,3584.00,32,54,13,9,68,9,16,30,69,45,69,74,48,62,12,Female,19,99066,No
Moritz,Korba,2356.00,5981.00,655,5815.00,65,No,Yes,1546.00,375.00,9632.00,9,24,83,50,4,43,1,80,92,84,25,58,3,29,72,Female,20,61068,Yes
Laurie,Amey,224.00,6241.00,67,9155.00,98,No,No,1817.00,6438.00,1608.00,1,85,45,78,23,16,83,36,85,31,97,65,96,86,80,Male,16,75278,No
Rutledge,Geill,3599.00,849.00,576,9618.00,91,Yes,No,8056.00,6933.00,1904.00,95,15,49,61,43,69,29,93,26,41,32,83,93,15,69,Male,65,27663,Yes
Tierney,Linkie,9229.00,7222.00,391,5160.00,12,Yes,No,2295.00,496.00,8402.00,83,59,27,84,96,27,73,2,99,17,3,14,21,1,91,Female,37,79124,Yes
Herbie,Mulgrew,4126.00,5252.00,477,2396.00,97,Yes,Yes,2943.00,5374.00,8574.00,28,39,96,14,67,35,44,99,87,76,22,93,12,95,54,Female,74,29747,No
Rocky,Barrat,4483.00,1483.00,652,9830.00,94,No,No,5505.00,240.00,4981.00,74,14,58,87,95,67,60,53,17,5,69,64,91,43,87,Female,40,54556,No
Cathrine,Randell,8240.00,9066.00,968,3910.00,21,No,No,335.00,6812.00,976.00,59,47,81,68,30,19,38,67,74,91,13,89,5,67,97,Female,34,88857,No
Prent,Chirm,3245.00,1481.00,692,5583.00,9,No,Yes,9469.00,2975.00,7883.00,56,90,53,87,46,84,88,1,91,94,92,99,63,88,11,Female,23,67165,Yes
Ewan,McMychem,6919.00,5000.00,874,3719.00,45,Yes,No,5490.00,7163.00,5853.00,24,57,41,60,28,10,96,31,90,65,65,41,29,23,80,Male,18,25166,No
Winslow,Jerrans,8186.00,6327.00,510,9729.00,32,No,No,3407.00,4528.00,3491.00,23,12,71,26,26,80,96,98,22,55,51,85,2,55,95,Male,68,35341,Yes
Melonie,Basire,467.00,8646.00,193,1244.00,19,No,No,7319.00,6066.00,102.00,12,61,43,52,55,38,82,76,61,33,3,32,12,51,73,Male,3,85551,No
Rey,Cudworth,8620.00,6256.00,234,946.00,95,Yes,No,671.00,8783.00,633.00,17,43,26,13,23,7,47,91,38,59,17,66,18,85,12,Male,24,81793,Yes
Fonsie,Whitley,764.00,649.00,750,2685.00,88,Yes,No,1073.00,2727.00,8720.00,55,78,9,28,60,37,42,81,16,21,100,36,56,55,25,Male,3,24882,No
Izaak,Ortmann,7774.00,6207.00,111,3514.00,96,Yes,Yes,1587.00,3169.00,166.00,50,83,32,32,2,60,73,30,59,65,21,96,4,15,12,Female,19,43380,No
Keriann,Pearne,6413.00,6573.00,819,5769.00,76,Yes,No,460.00,4396.00,7525.00,43,20,19,13,94,86,88,66,54,94,71,47,83,51,35,Female,10,72637,No
Udall,Tern,3342.00,6617.00,101,1368.00,27,Yes,Yes,3214.00,1823.00,2338.00,5,7,98,43,70,99,5,99,73,9,17,97,78,39,70,Male,29,79436,Yes
Elbert,Seeks,584.00,6343.00,630,3278.00,14,No,Yes,125.00,6143.00,8106.00,54,75,76,60,37,82,32,89,77,57,4,8,97,91,6,Female,47,59841,Yes
Porter,Astie,7335.00,6315.00,774,6476.00,43,Yes,No,4993.00,9283.00,7804.00,4,30,65,72,90,97,93,9,68,67,62,56,29,15,60,Male,59,41933,Yes
Cherin,Stopher,300.00,1340.00,342,649.00,18,No,Yes,688.00,5857.00,828.00,63,65,98,50,61,20,22,9,22,26,10,59,51,30,39,Male,58,46955,Yes
Rasia,Edmonston,5926.00,764.00,629,5333.00,34,No,Yes,5905.00,9944.00,1445.00,32,62,64,11,53,62,14,20,21,89,61,52,64,51,59,Female,5,80958,No
Ron,Zannini,1498.00,4213.00,789,3306.00,15,Yes,Yes,1535.00,635.00,1890.00,89,8,48,57,59,40,38,1,62,77,80,70,53,72,68,Male,64,34942,No
Saleem,Longwood,2831.00,6457.00,754,954.00,39,Yes,No,5858.00,9594.00,6343.00,64,93,20,71,42,72,45,81,31,89,3,95,22,87,31,Female,31,1937,Yes
Norton,Letessier,3466.00,7014.00,275,1737.00,74,No,No,6901.00,4569.00,9642.00,8,43,10,41,20,75,60,9,43,46,20,1,86,7,28,Male,42,44209,No
Jocko,Schlagman,8549.00,960.00,348,7904.00,87,Yes,No,7563.00,6296.00,6758.00,98,97,38,85,69,70,12,43,8,35,39,25,44,80,19,Male,62,36724,Yes
Katheryn,Pandie,2717.00,6105.00,693,3953.00,32,Yes,Yes,9521.00,3219.00,927.00,6,42,27,86,6,93,83,12,61,55,60,94,10,15,43,Male,55,7857,No
Gates,Lynas,8717.00,4638.00,592,5287.00,18,Yes,No,2765.00,3732.00,5115.00,31,75,100,57,43,42,86,42,67,83,7,76,29,24,45,Female,33,78513,Yes
Dalis,Dincey,713.00,6694.00,386,832.00,95,No,No,5136.00,7791.00,9854.00,81,82,83,59,5,43,95,48,44,96,73,9,3,76,17,Male,62,19008,Yes
Emmalynn,Trineman,5532.00,4976.00,894,1089.00,74,Yes,No,2728.00,6555.00,4019.00,38,49,69,82,89,17,92,16,27,85,62,43,64,89,22,Female,4,69210,Yes
Marie-jeanne,Pritchett,3153.00,2172.00,643,7529.00,49,No,No,8775.00,554.00,6040.00,75,92,59,74,10,73,25,93,87,24,11,72,47,27,80,Male,56,67263,No
Caro,Coveney,9967.00,8815.00,146,7971.00,65,Yes,Yes,206.00,166.00,8412.00,54,85,33,8,60,33,78,65,58,99,73,11,61,68,21,Male,6,43782,Yes
Ford,Baniard,6834.00,5364.00,163,2691.00,64,No,No,9649.00,4449.00,3080.00,79,93,42,86,58,95,29,81,43,40,26,76,88,27,41,Female,35,38669,No
Even,Lebell,300.00,3351.00,270,7395.00,18,Yes,No,3845.00,684.00,7589.00,82,56,53,86,84,84,37,69,94,51,10,97,18,58,8,Male,6,78470,No
Sherri,Pentelow,1314.00,996.00,622,7823.00,22,No,No,502.00,978.00,1540.00,59,86,85,95,30,97,52,76,65,59,68,20,50,58,29,Male,67,35424,Yes
Oliy,Oldknow,9749.00,9079.00,537,4942.00,93,Yes,No,4898.00,7864.00,8295.00,91,86,93,36,91,9,74,33,64,68,27,15,17,35,63,Male,22,19680,No
Pall,Dummett,7434.00,5430.00,666,1788.00,28,Yes,Yes,5698.00,8054.00,7709.00,43,39,62,19,5,99,17,100,36,96,99,47,74,74,87,Female,63,35058,Yes
Jo,Flacke,4419.00,1581.00,225,3322.00,63,Yes,Yes,2363.00,2759.00,6613.00,44,80,96,45,38,36,82,37,40,30,72,48,64,39,26,Male,56,24474,No
Tait,Braunds,2583.00,2837.00,630,9102.00,78,Yes,No,3769.00,8039.00,3605.00,49,81,37,9,33,45,69,7,23,94,52,11,2,95,52,Male,46,99377,No
Mickey,Bubb,7876.00,9596.00,158,4389.00,66,Yes,Yes,8985.00,9857.00,4259.00,35,44,100,13,11,34,15,78,84,84,7,18,1,74,4,Male,49,7921,Yes
Shelia,Gimbart,2693.00,1868.00,896,485.00,62,No,Yes,6321.00,8772.00,7732.00,14,69,25,57,71,99,67,18,95,5,4,62,39,50,86,Male,21,72066,Yes
Jacky,Figure,5498.00,4095.00,207,5961.00,16,No,Yes,3503.00,6135.00,4673.00,28,47,55,4,4,6,61,12,6,25,83,85,94,15,98,Male,20,99383,Yes
Renie,MacCawley,4218.00,8641.00,643,725.00,34,Yes,Yes,6351.00,925.00,4558.00,57,70,49,66,6,24,4,63,78,36,50,46,7,93,85,Female,46,61978,No
Norene,Haslum,1879.00,6175.00,859,9644.00,57,No,Yes,4554.00,7200.00,8876.00,35,65,59,75,20,32,91,72,35,30,44,76,7,46,98,Female,67,15437,No
Hersh,Gutierrez,5770.00,4433.00,842,8513.00,20,No,No,8349.00,936.00,8901.00,35,58,81,6,4,40,99,96,6,10,61,19,78,91,44,Female,62,83377,Yes
Kari,Ciccotto,4459.00,8651.00,875,1614.00,76,Yes,Yes,8998.00,5960.00,3529.00,68,24,68,61,59,58,41,1,29,36,94,23,57,82,17,Female,54,3164,Yes
Kristel,Rotlauf,1937.00,3338.00,760,3004.00,87,Yes,Yes,6723.00,4723.00,6726.00,30,74,40,35,77,95,66,84,36,89,46,21,70,30,41,Male,56,39233,No
Serena,Fisbburne,2251.00,655.00,110,778.00,78,No,No,5526.00,1196.00,2414.00,9,77,65,26,85,18,28,55,3,39,85,31,63,61,92,Female,17,61460,Yes
Adolphus,Swayne,710.00,8650.00,121,5522.00,97,No,Yes,138.00,4190.00,4273.00,6,70,33,64,98,57,6,7,98,92,59,61,50,36,44,Female,52,80910,Yes
Smith,Crighton,2184.00,4641.00,553,1296.00,34,Yes,Yes,2148.00,4750.00,2471.00,51,39,37,27,42,23,95,20,78,81,2,95,56,46,100,Male,54,21945,No
Whit,Connop,870.00,4719.00,916,5571.00,88,Yes,Yes,4949.00,1185.00,5700.00,36,61,89,5,96,91,72,9,38,49,35,4,88,32,70,Female,61,79415,No
Niki,Spon,7497.00,207.00,564,9009.00,78,No,No,2166.00,4804.00,138.00,69,54,2,47,88,39,51,41,30,21,68,55,14,47,23,Male,76,88022,No
Vivienne,Dennitts,2186.00,3382.00,944,4515.00,62,Yes,No,3275.00,978.00,4699.00,100,94,97,14,6,100,62,60,82,50,5,36,78,11,64,Male,11,15460,No
Ambrosio,O' Byrne,7016.00,4925.00,327,5139.00,8,No,No,5899.00,7714.00,1558.00,17,32,21,22,2,47,98,86,93,45,86,43,64,41,17,Male,54,26742,Yes
Bryan,Tennet,9047.00,4635.00,179,3305.00,41,Yes,No,5741.00,8378.00,143.00,8,37,61,55,81,74,80,77,63,50,75,52,3,38,66,Male,67,83545,No
Josefina,Landrean,5672.00,5209.00,807,1946.00,49,Yes,Yes,3181.00,3262.00,220.00,38,28,51,96,40,30,57,26,18,71,61,47,21,52,50,Female,69,99369,No
Orv,Oldnall,9889.00,2214.00,262,2525.00,75,No,Yes,4794.00,3374.00,8641.00,30,62,95,9,21,80,36,31,14,62,40,59,41,37,72,Male,75,27807,Yes
Joshia,Frangione,4912.00,5904.00,599,7008.00,78,Yes,No,8429.00,9050.00,4349.00,67,85,55,25,37,21,10,1,16,3,46,24,48,76,71,Male,15,70419,Yes
Dominik,Huett,6490.00,8833.00,228,1669.00,31,No,No,417.00,220.00,6672.00,48,36,43,47,53,7,34,87,56,59,38,20,96,43,80,Female,51,54128,Yes
Eba,Clackers,1576.00,152.00,486,9786.00,81,Yes,Yes,2257.00,9070.00,3655.00,74,23,51,26,88,88,68,98,53,11,15,3,61,57,91,Female,80,35320,Yes
Constantine,Eakly,1412.00,1575.00,246,9701.00,48,Yes,Yes,2348.00,9914.00,2763.00,77,83,18,50,33,10,80,55,68,72,21,62,15,29,50,Female,67,92479,Yes
Jessy,McLernon,3356.00,5895.00,38,9547.00,79,Yes,Yes,1127.00,4045.00,7294.00,53,89,53,85,4,91,50,6,68,71,11,95,99,73,36,Male,76,94711,Yes
Cort,Grisley,649.00,3180.00,434,7488.00,17,No,Yes,2182.00,2544.00,1236.00,43,51,90,50,42,45,25,40,19,27,70,32,96,76,33,Female,72,18594,Yes
Reginauld,Blanche,9535.00,6799.00,976,772.00,7,No,Yes,972.00,1311.00,1489.00,44,15,2,24,25,82,35,90,56,100,80,48,74,77,11,Female,56,44500,Yes
Sarina,Tordoff,3824.00,2124.00,29,7610.00,41,No,Yes,797.00,4735.00,1118.00,85,11,58,11,51,70,3,7,22,85,26,59,17,64,60,Female,10,21849,No
Sebastien,Slimming,9416.00,7109.00,821,399.00,33,No,No,603.00,7117.00,7745.00,3,1,28,96,91,80,79,73,84,41,26,45,61,8,5,Male,43,5784,Yes
Alex,Ubach,4779.00,3682.00,876,789.00,92,Yes,No,9515.00,2088.00,3267.00,88,16,7,34,93,26,35,75,69,70,70,34,62,75,19,Female,78,7973,Yes
Cy,Di Claudio,2262.00,2700.00,978,6214.00,93,Yes,Yes,562.00,5968.00,148.00,73,81,10,18,38,25,69,64,74,52,92,35,6,97,51,Male,40,34045,No
Birch,Andrzejak,6807.00,7159.00,891,7220.00,21,No,No,3308.00,5989.00,7876.00,47,29,84,98,1,11,34,89,11,52,36,79,79,8,30,Male,54,63109,Yes
Ilise,Jobke,9931.00,2877.00,228,5332.00,100,Yes,Yes,3180.00,9411.00,5241.00,46,17,2,36,50,65,72,70,97,48,71,67,62,50,23,Male,54,75698,Yes
Bary,Jimson,5315.00,9024.00,973,3017.00,95,No,Yes,7597.00,3565.00,886.00,33,61,27,87,26,20,29,44,52,47,19,61,74,42,5,Male,80,76250,No
Bethany,O'Duane,2742.00,9427.00,342,3721.00,61,Yes,Yes,7161.00,3275.00,777.00,72,96,63,72,51,96,64,4,12,55,83,23,98,39,35,Female,11,94336,No
Robby,Tschirschky,4142.00,8512.00,187,2503.00,31,No,No,9601.00,6195.00,2183.00,94,45,13,77,13,97,73,81,7,44,93,49,50,35,47,Male,9,41167,No
Cullin,Jephcott,7021.00,9356.00,231,2063.00,22,Yes,No,570.00,3858.00,1465.00,28,80,60,98,97,58,75,42,47,25,42,51,12,64,37,Female,50,24968,Yes
Carmine,Hedde,3819.00,2981.00,192,1186.00,54,Yes,No,3816.00,6514.00,7438.00,6,18,99,43,14,4,20,95,76,51,54,2,9,11,47,Male,32,28500,No
Harlene,Farlambe,9667.00,4129.00,929,8154.00,88,No,No,9724.00,3194.00,2258.00,80,46,86,94,56,7,34,53,88,1,35,6,99,61,80,Male,73,27899,No
Loren,Elgar,6320.00,7416.00,252,8336.00,56,No,Yes,2365.00,7461.00,9299.00,32,91,7,5,32,82,53,7,79,14,6,25,76,84,5,Male,56,39974,Yes
Radcliffe,Awcock,8358.00,8577.00,598,2668.00,27,No,No,2778.00,7600.00,1837.00,53,37,6,75,73,11,94,83,77,10,59,5,8,50,2,Male,73,31036,No
Beverie,Roseman,8484.00,1836.00,853,2907.00,12,No,No,543.00,9627.00,9802.00,48,82,31,42,30,71,83,71,18,72,14,45,95,10,62,Female,52,37238,No
Edie,Estrella,8464.00,9865.00,701,5546.00,84,No,No,9351.00,8062.00,5625.00,43,6,99,63,73,33,97,31,92,8,48,46,40,10,21,Male,53,43844,Yes
Orelia,Falkous,4082.00,2567.00,619,5417.00,84,Yes,No,1479.00,5766.00,5438.00,21,80,17,36,65,95,9,35,46,46,38,33,84,38,59,Male,44,76701,No
Granthem,De Vries,8723.00,4396.00,533,3281.00,60,Yes,No,8307.00,183.00,3961.00,98,52,22,21,4,20,19,47,83,28,50,69,88,61,80,Female,79,12286,Yes
Rriocard,Lucius,7554.00,1645.00,340,7133.00,23,Yes,Yes,3935.00,6810.00,3007.00,72,7,66,5,50,24,67,100,64,33,81,17,25,17,57,Female,59,94719,No
Kary,Hauxwell,6517.00,1110.00,518,2393.00,85,No,Yes,6967.00,6318.00,7066.00,54,45,78,64,12,94,37,73,76,54,10,80,10,32,39,Male,63,38549,Yes
Anatollo,Blackborne,949.00,8902.00,93,3154.00,73,No,No,8249.00,8769.00,4115.00,86,48,93,29,87,54,57,28,100,62,77,90,58,50,25,Male,40,59529,Yes
Dasi,Souttar,9312.00,9036.00,705,5496.00,20,No,Yes,2588.00,9474.00,1136.00,46,84,72,45,2,9,72,91,43,50,99,22,51,63,72,Female,78,13791,Yes
Douglas,Levet,7118.00,8673.00,176,2724.00,3,Yes,No,457.00,9637.00,2215.00,98,8,21,59,58,8,19,88,53,22,59,7,5,7,8,Female,54,41366,Yes
Ertha,Freshwater,2929.00,2546.00,594,9441.00,87,No,Yes,9787.00,6089.00,7542.00,81,16,27,50,41,82,16,85,43,52,25,17,98,77,46,Male,38,58872,No
Marshall,Wrought,5009.00,8677.00,949,2187.00,43,No,No,7615.00,1860.00,3595.00,78,25,34,28,89,27,59,52,99,20,43,19,68,100,24,Female,72,87553,Yes
Cobby,Dreakin,9092.00,2897.00,169,2952.00,17,Yes,No,5722.00,2005.00,2931.00,53,89,36,88,2,4,21,57,34,21,43,94,68,61,21,Female,58,57634,No
Meridel,Richardes,3770.00,6722.00,927,950.00,41,Yes,Yes,1806.00,9753.00,4946.00,3,30,14,77,18,21,91,40,46,7,88,37,99,69,81,Female,34,32027,Yes
Tate,Rany,1628.00,6778.00,775,2936.00,19,No,No,2054.00,4551.00,4634.00,56,47,84,6,39,97,65,34,19,92,6,34,32,13,43,Female,35,15430,No
Charmion,Schoenleiter,4399.00,8636.00,199,8120.00,9,No,Yes,2121.00,980.00,258.00,98,55,71,77,35,34,44,67,14,51,59,16,3,52,49,Female,29,29822,No
Brad,Pavia,3229.00,2314.00,493,1750.00,29,No,No,9620.00,412.00,6874.00,14,17,96,47,23,100,87,27,66,34,37,37,21,1,78,Male,60,19900,Yes
Leilah,Cottee,9048.00,7276.00,755,1026.00,42,Yes,No,8729.00,9224.00,2292.00,52,75,92,95,75,30,81,80,4,28,8,67,6,76,70,Female,61,90616,No
Worthington,Kohrsen,1941.00,7663.00,15,3294.00,42,No,Yes,8831.00,4243.00,2126.00,84,38,92,68,95,79,94,73,51,71,27,61,76,70,91,Male,9,55698,No
Gilburt,Castletine,5962.00,2418.00,920,6453.00,97,Yes,No,8549.00,1485.00,7467.00,39,63,15,7,25,44,78,7,100,24,12,87,71,38,95,Male,49,90546,Yes
Flor,Tomaschke,1341.00,5440.00,634,3182.00,63,Yes,Yes,651.00,2747.00,4685.00,92,80,35,7,70,37,58,48,90,11,33,78,8,34,28,Female,30,18306,No
Erie,Cometson,7104.00,5825.00,950,4257.00,30,No,No,4298.00,2138.00,2978.00,52,72,49,4,78,77,57,37,40,30,3,40,74,4,28,Female,52,20519,Yes
Eve,Abrahamowitcz,4054.00,4479.00,609,3493.00,83,No,No,2551.00,9539.00,9750.00,86,86,21,4,84,91,45,68,17,90,3,8,28,14,7,Female,73,40375,Yes
Fairlie,Maylam,7870.00,2296.00,36,1328.00,66,No,No,9088.00,1884.00,6124.00,7,17,32,71,43,43,86,54,46,23,28,73,63,74,90,Female,21,1749,Yes
Tabb,Winter,2352.00,3404.00,533,4463.00,13,Yes,No,6730.00,6330.00,5405.00,20,22,52,94,45,73,10,57,93,42,33,14,72,62,59,Male,40,88582,Yes
Giacinta,Fonso,5635.00,8633.00,476,2783.00,37,No,Yes,9453.00,6233.00,9859.00,64,9,64,98,52,79,25,77,64,17,64,49,86,40,41,Male,64,59947,Yes
Omar,Draye,4098.00,1441.00,157,701.00,21,No,No,5655.00,1644.00,3427.00,5,93,100,11,89,52,32,77,55,56,87,15,96,19,41,Male,49,36574,No
Garvy,Pavie,6857.00,982.00,123,270.00,17,No,No,5123.00,8769.00,9221.00,37,75,30,31,16,27,88,91,6,62,11,83,24,10,54,Female,72,69937,Yes
Sholom,Penylton,6538.00,9986.00,579,9389.00,83,No,No,2415.00,8790.00,8837.00,60,71,12,90,61,40,55,27,5,40,73,18,54,48,84,Female,79,32708,No
Augustus,Tofts,589.00,1844.00,448,5227.00,60,Yes,Yes,2682.00,3949.00,8121.00,31,96,19,66,64,39,60,95,10,58,57,39,19,38,25,Female,15,19275,Yes
Nessie,Cadany,8737.00,3690.00,972,6136.00,53,Yes,No,4505.00,6543.00,6357.00,81,19,25,93,68,22,72,35,87,34,62,73,50,43,92,Male,27,98600,No
Geoffry,Hammersley,7955.00,8899.00,248,2247.00,5,Yes,Yes,2329.00,5575.00,7446.00,27,6,55,6,20,1,35,49,40,44,81,59,72,85,90,Male,77,49935,No
Andriette,McDirmid,1053.00,2434.00,953,6658.00,20,No,Yes,8055.00,109.00,8666.00,82,61,1,51,82,79,15,99,39,14,35,97,5,57,69,Female,71,81005,Yes
Cirillo,Fattorini,8807.00,6304.00,527,351.00,33,No,Yes,2449.00,8201.00,197.00,71,65,38,85,42,51,6,53,53,10,85,27,16,53,48,Female,63,56079,Yes
Tarra,Goudy,2279.00,1681.00,992,3811.00,37,Yes,Yes,6103.00,1714.00,1015.00,52,93,36,39,35,72,57,85,74,8,33,48,78,96,51,Female,30,79505,No
Ingram,O'Loughane,5927.00,5428.00,146,5234.00,99,No,Yes,2658.00,2111.00,8509.00,56,72,37,35,59,27,29,67,33,73,6,53,7,80,87,Female,1,26738,Yes
Zuzana,Figliovanni,4462.00,6374.00,727,5216.00,87,Yes,No,9439.00,9056.00,7913.00,64,26,91,9,83,77,4,67,34,64,30,8,45,72,91,Male,10,85121,No
Tully,Hymer,7928.00,9774.00,879,5580.00,45,Yes,No,6219.00,3592.00,2453.00,33,26,31,88,82,39,4,1,90,78,70,38,48,95,99,Female,60,1551,No
Nollie,Ion,3638.00,8786.00,556,9675.00,14,Yes,No,1182.00,4171.00,1149.00,6,98,51,20,7,43,86,40,4,67,95,51,68,41,71,Female,63,37136,No
Jabez,Gowrich,7325.00,9889.00,715,2537.00,69,No,No,8363.00,1727.00,6848.00,55,63,48,28,14,54,34,87,1,20,44,98,75,87,77,Female,60,53928,No
Robinet,Brizland,7895.00,5113.00,917,128.00,17,Yes,No,4432.00,4006.00,8932.00,28,54,5,29,58,26,50,78,38,56,32,1,24,57,15,Female,12,81111,No
Antoinette,Stearns,9435.00,6095.00,53,2135.00,14,Yes,No,4105.00,6183.00,5400.00,4,68,90,65,82,41,97,49,81,88,39,30,63,12,58,Male,34,44798,Yes
Stacia,Fevier,4976.00,3503.00,801,1882.00,87,No,No,5698.00,9909.00,4985.00,1,4,47,22,53,12,46,3,63,40,44,88,41,8,51,Male,17,11242,Yes
Glyn,Pickrell,3448.00,8666.00,171,4799.00,78,Yes,No,2213.00,1393.00,8746.00,6,97,67,69,30,7,29,8,22,79,62,65,22,79,91,Male,76,6351,No
Minnnie,Aizikovitch,4944.00,1199.00,697,3359.00,35,Yes,Yes,1464.00,7230.00,8072.00,74,43,46,40,22,96,39,85,96,88,44,3,93,61,42,Female,58,15611,No
Dianne,Postin,1818.00,2013.00,593,4633.00,48,Yes,No,5476.00,2844.00,6162.00,63,80,58,74,9,87,21,23,40,55,60,80,14,96,40,Male,22,10233,No
Patricia,McKie,8798.00,5667.00,880,4176.00,2,Yes,No,3449.00,5171.00,3490.00,80,8,8,51,83,18,97,6,89,94,1,13,26,10,83,Female,59,70235,No
Dukie,Loomes,6336.00,8163.00,714,6593.00,24,No,No,3611.00,3589.00,6071.00,5,56,85,75,44,30,64,80,82,91,48,22,72,78,33,Male,54,16584,Yes
Jacynth,Genicke,3060.00,968.00,685,8570.00,65,No,No,6955.00,5758.00,2831.00,45,64,68,93,29,27,2,82,79,19,66,45,47,1,49,Female,12,62198,No
Brianna,MacKniely,9074.00,4348.00,997,1317.00,18,Yes,No,3033.00,6539.00,5784.00,43,50,23,42,15,18,73,16,60,86,83,83,82,84,58,Male,54,61076,No
Averil,Gerrietz,4318.00,6243.00,571,9023.00,36,Yes,Yes,582.00,3129.00,3235.00,49,32,46,75,70,3,11,66,92,73,87,72,70,19,76,Female,46,45481,Yes
Jacenta,Lightoller,579.00,6556.00,234,9264.00,89,Yes,No,2355.00,2139.00,8528.00,40,84,76,43,24,33,37,89,39,73,34,38,6,7,7,Female,9,92440,No
Rob,Yakuntzov,1116.00,6471.00,773,9112.00,74,No,No,3224.00,5099.00,9120.00,83,20,76,4,25,70,69,54,68,37,37,1,53,25,85,Male,74,61174,No
Cirilo,Ibbett,6927.00,9129.00,686,7798.00,78,No,No,3658.00,9678.00,8306.00,5,32,92,44,21,8,91,23,54,31,57,20,58,70,28,Male,57,38524,Yes
Chloe,Fawloe,7029.00,3695.00,125,9639.00,83,Yes,Yes,9129.00,7937.00,4428.00,5,93,96,98,41,48,84,32,19,48,35,4,73,16,35,Female,10,71161,No
Chaddy,Hegg,9665.00,3961.00,881,3506.00,35,Yes,No,3143.00,1133.00,2541.00,24,5,79,15,53,88,23,36,82,67,33,3,67,52,77,Male,23,80448,No
Harbert,Allibone,2754.00,3898.00,215,3951.00,31,No,Yes,2863.00,1926.00,7450.00,98,70,15,47,89,78,65,34,12,58,7,13,84,54,8,Female,39,77848,Yes
Shaughn,Brumbie,8007.00,8178.00,706,2986.00,99,No,No,7545.00,9586.00,3064.00,28,71,13,68,5,1,47,77,89,54,6,87,39,82,32,Male,78,88724,Yes
Dolf,Cicutto,7638.00,2078.00,172,3419.00,95,Yes,No,7280.00,6284.00,1129.00,70,79,50,8,26,90,94,24,95,52,67,8,7,39,51,Female,49,83662,No
Phoebe,Python,7540.00,8419.00,566,1966.00,19,No,No,1462.00,948.00,2564.00,89,48,33,22,12,62,7,36,37,58,59,82,34,70,58,Male,11,99174,Yes
Latia,Leonardi,6144.00,7891.00,737,6709.00,36,No,No,1908.00,6724.00,5687.00,60,74,28,52,57,5,7,31,25,87,76,86,10,97,23,Female,1,54380,Yes
Sorcha,Seggie,3137.00,4752.00,474,9663.00,84,No,Yes,4266.00,1357.00,242.00,89,48,85,87,95,75,4,72,12,68,61,94,97,75,67,Male,67,10612,No
